Customer_ID,Acquisition_Month,Segment,NPS_Score,Expected_Lifespan_Months,CAC,Technical_Issues,Expected_LTV_in_Two_Years
45,2022-01-31,Young Professional,1,3,41.17306206485013,2,32
46,2022-01-31,Senior,1,6,41.17306206485013,3,64
47,2022-01-31,Senior,1,18,41.17306206485013,0,194
48,2022-01-31,Senior,1,0,41.17306206485013,1,0
49,2022-01-31,Senior,2,14,41.17306206485013,0,151
50,2022-01-31,Young Professional,5,18,41.17306206485013,1,194
51,2022-01-31,Mid-Career,0,0,41.17306206485013,1,0
52,2022-01-31,Young Professional,9,21,41.17306206485013,2,226
53,2022-01-31,Senior,0,0,41.17306206485013,0,0
54,2022-01-31,Mid-Career,7,17,41.17306206485013,2,183
55,2022-01-31,Mid-Career,10,32,41.17306206485013,0,259
56,2022-02-28,Young Professional,4,14,58.704707432984954,0,151
57,2022-02-28,Mid-Career,0,5,58.704707432984954,3,54
58,2022-02-28,Mid-Career,5,8,58.704707432984954,1,86
59,2022-02-28,Senior,6,3,58.704707432984954,0,32
60,2022-02-28,Mid-Career,10,20,58.704707432984954,1,216
61,2022-02-28,Senior,0,10,58.704707432984954,0,108
62,2022-02-28,Mid-Career,7,5,58.704707432984954,1,54
63,2022-02-28,Young Professional,5,4,58.704707432984954,3,43
64,2022-02-28,Senior,3,8,58.704707432984954,2,86
65,2022-02-28,Senior,10,15,58.704707432984954,0,162
66,2022-02-28,Mid-Career,1,0,58.704707432984954,0,0
67,2022-02-28,Senior,4,7,58.704707432984954,2,75
68,2022-02-28,Mid-Career,7,6,58.704707432984954,2,64
69,2022-02-28,Mid-Career,9,13,58.704707432984954,1,140
70,2022-02-28,Mid-Career,6,18,58.704707432984954,2,194
71,2022-02-28,Young Professional,7,6,58.704707432984954,1,64
72,2022-02-28,Young Professional,5,0,58.704707432984954,1,0
73,2022-02-28,Young Professional,7,11,58.704707432984954,1,118
74,2022-02-28,Mid-Career,5,17,58.704707432984954,1,183
75,2022-02-28,Mid-Career,8,16,58.704707432984954,0,172
76,2022-02-28,Mid-Career,5,8,58.704707432984954,3,86
77,2022-02-28,Senior,4,10,58.704707432984954,3,108
78,2022-02-28,Mid-Career,6,1,58.704707432984954,3,10
79,2022-02-28,Mid-Career,9,23,58.704707432984954,0,248
80,2022-02-28,Senior,3,10,58.704707432984954,1,108
81,2022-02-28,Mid-Career,1,1,58.704707432984954,0,10
82,2022-02-28,Young Professional,10,29,58.704707432984954,0,259
83,2022-02-28,Mid-Career,3,0,58.704707432984954,1,0
84,2022-02-28,Mid-Career,4,17,58.704707432984954,1,183
85,2022-02-28,Senior,1,5,58.704707432984954,0,54
86,2022-02-28,Senior,7,13,58.704707432984954,0,140
87,2022-02-28,Mid-Career,0,1,58.704707432984954,0,10
88,2022-02-28,Senior,10,21,58.704707432984954,2,226
89,2022-02-28,Senior,6,22,58.704707432984954,1,237
90,2022-02-28,Mid-Career,7,8,58.704707432984954,2,86
91,2022-02-28,Senior,3,2,58.704707432984954,2,21
92,2022-02-28,Mid-Career,7,23,58.704707432984954,1,248
93,2022-02-28,Senior,5,7,58.704707432984954,2,75
94,2022-02-28,Senior,5,18,58.704707432984954,0,194
95,2022-02-28,Mid-Career,8,29,58.704707432984954,1,259
96,2022-02-28,Young Professional,7,13,58.704707432984954,1,140
97,2022-02-28,Mid-Career,5,16,58.704707432984954,1,172
98,2022-02-28,Mid-Career,6,5,58.704707432984954,1,54
99,2022-02-28,Senior,2,11,58.704707432984954,1,118
100,2022-02-28,Senior,6,15,58.704707432984954,2,162
101,2022-02-28,Young Professional,8,21,58.704707432984954,2,226
102,2022-02-28,Mid-Career,0,0,58.704707432984954,0,0
103,2022-02-28,Mid-Career,8,6,58.704707432984954,2,64
104,2022-02-28,Mid-Career,7,19,58.704707432984954,0,205
105,2022-02-28,Young Professional,6,0,58.704707432984954,0,0
106,2022-02-28,Mid-Career,5,9,58.704707432984954,1,97
107,2022-02-28,Senior,6,20,58.704707432984954,2,216
108,2022-02-28,Mid-Career,9,21,58.704707432984954,1,226
109,2022-03-31,Mid-Career,4,23,43.552597063951566,1,248
110,2022-03-31,Senior,4,17,43.552597063951566,2,183
111,2022-03-31,Mid-Career,3,3,43.552597063951566,0,32
112,2022-03-31,Senior,0,2,43.552597063951566,1,21
113,2022-03-31,Senior,1,3,43.552597063951566,2,32
114,2022-03-31,Mid-Career,9,8,43.552597063951566,1,86
115,2022-03-31,Mid-Career,9,13,43.552597063951566,1,140
116,2022-03-31,Mid-Career,8,14,43.552597063951566,0,151
117,2022-03-31,Mid-Career,8,3,43.552597063951566,0,32
118,2022-03-31,Young Professional,8,18,43.552597063951566,1,194
119,2022-03-31,Mid-Career,4,8,43.552597063951566,1,86
120,2022-03-31,Mid-Career,7,4,43.552597063951566,1,43
121,2022-03-31,Young Professional,9,22,43.552597063951566,0,237
122,2022-03-31,Mid-Career,8,23,43.552597063951566,1,248
123,2022-03-31,Senior,7,17,43.552597063951566,1,183
124,2022-03-31,Mid-Career,8,15,43.552597063951566,1,162
125,2022-03-31,Young Professional,8,22,43.552597063951566,0,237
126,2022-03-31,Mid-Career,9,24,43.552597063951566,0,259
127,2022-03-31,Senior,3,10,43.552597063951566,2,108
128,2022-03-31,Mid-Career,3,2,43.552597063951566,0,21
129,2022-03-31,Mid-Career,6,15,43.552597063951566,1,162
130,2022-03-31,Senior,1,12,43.552597063951566,2,129
131,2022-03-31,Mid-Career,4,5,43.552597063951566,0,54
132,2022-03-31,Senior,3,22,43.552597063951566,2,237
133,2022-03-31,Mid-Career,4,6,43.552597063951566,1,64
134,2022-03-31,Mid-Career,5,12,43.552597063951566,0,129
135,2022-03-31,Mid-Career,0,0,43.552597063951566,0,0
136,2022-03-31,Mid-Career,7,17,43.552597063951566,0,183
137,2022-03-31,Young Professional,7,3,43.552597063951566,2,32
138,2022-03-31,Senior,1,0,43.552597063951566,0,0
139,2022-03-31,Mid-Career,8,10,43.552597063951566,1,108
140,2022-03-31,Mid-Career,9,20,43.552597063951566,1,216
141,2022-03-31,Young Professional,2,12,43.552597063951566,1,129
142,2022-03-31,Mid-Career,4,14,43.552597063951566,0,151
143,2022-03-31,Mid-Career,4,0,43.552597063951566,0,0
144,2022-03-31,Young Professional,4,24,43.552597063951566,0,259
145,2022-03-31,Mid-Career,8,20,43.552597063951566,1,216
146,2022-03-31,Mid-Career,5,6,43.552597063951566,0,64
147,2022-03-31,Mid-Career,5,13,43.552597063951566,0,140
148,2022-03-31,Mid-Career,0,3,43.552597063951566,1,32
149,2022-03-31,Mid-Career,8,13,43.552597063951566,2,140
150,2022-03-31,Mid-Career,2,7,43.552597063951566,3,75
151,2022-03-31,Senior,3,3,43.552597063951566,0,32
152,2022-03-31,Young Professional,7,13,43.552597063951566,0,140
153,2022-03-31,Mid-Career,10,17,43.552597063951566,2,183
154,2022-03-31,Young Professional,3,0,43.552597063951566,0,0
155,2022-03-31,Senior,0,3,43.552597063951566,2,32
156,2022-03-31,Senior,4,14,43.552597063951566,1,151
157,2022-03-31,Mid-Career,10,25,43.552597063951566,3,259
158,2022-03-31,Mid-Career,10,27,43.552597063951566,2,259
159,2022-03-31,Senior,4,12,43.552597063951566,1,129
160,2022-03-31,Mid-Career,5,8,43.552597063951566,1,86
161,2022-03-31,Mid-Career,8,23,43.552597063951566,1,248
162,2022-03-31,Mid-Career,3,0,43.552597063951566,0,0
163,2022-03-31,Young Professional,8,11,43.552597063951566,0,118
164,2022-03-31,Senior,5,5,43.552597063951566,0,54
165,2022-03-31,Senior,6,21,43.552597063951566,0,226
166,2022-03-31,Mid-Career,10,28,43.552597063951566,1,259
167,2022-03-31,Mid-Career,7,19,43.552597063951566,1,205
168,2022-03-31,Mid-Career,4,17,43.552597063951566,2,183
169,2022-03-31,Senior,3,1,43.552597063951566,0,10
170,2022-03-31,Senior,0,4,43.552597063951566,1,43
171,2022-03-31,Senior,1,3,43.552597063951566,1,32
172,2022-03-31,Senior,2,11,43.552597063951566,0,118
173,2022-03-31,Mid-Career,4,9,43.552597063951566,1,97
174,2022-04-30,Young Professional,7,13,50.29224740352825,0,140
175,2022-04-30,Mid-Career,4,13,50.29224740352825,0,140
176,2022-04-30,Senior,6,20,50.29224740352825,0,216
177,2022-04-30,Mid-Career,6,9,50.29224740352825,0,97
178,2022-04-30,Young Professional,6,13,50.29224740352825,1,140
179,2022-04-30,Young Professional,6,6,50.29224740352825,0,64
180,2022-04-30,Mid-Career,6,0,50.29224740352825,0,0
181,2022-04-30,Young Professional,9,21,50.29224740352825,2,226
182,2022-04-30,Mid-Career,3,12,50.29224740352825,0,129
183,2022-04-30,Mid-Career,4,11,50.29224740352825,0,118
184,2022-04-30,Mid-Career,5,0,50.29224740352825,1,0
185,2022-04-30,Mid-Career,2,3,50.29224740352825,1,32
186,2022-04-30,Mid-Career,4,0,50.29224740352825,1,0
187,2022-04-30,Senior,2,15,50.29224740352825,2,162
188,2022-04-30,Mid-Career,9,12,50.29224740352825,1,129
189,2022-04-30,Mid-Career,7,24,50.29224740352825,0,259
190,2022-04-30,Senior,4,16,50.29224740352825,0,172
191,2022-04-30,Mid-Career,9,13,50.29224740352825,1,140
192,2022-04-30,Senior,3,0,50.29224740352825,1,0
193,2022-04-30,Mid-Career,7,18,50.29224740352825,1,194
194,2022-04-30,Mid-Career,6,8,50.29224740352825,1,86
195,2022-04-30,Young Professional,7,16,50.29224740352825,0,172
196,2022-04-30,Mid-Career,4,6,50.29224740352825,1,64
197,2022-04-30,Mid-Career,0,0,50.29224740352825,2,0
198,2022-04-30,Mid-Career,6,0,50.29224740352825,1,0
199,2022-04-30,Senior,7,17,50.29224740352825,0,183
200,2022-04-30,Mid-Career,9,16,50.29224740352825,2,172
201,2022-04-30,Senior,6,10,50.29224740352825,0,108
202,2022-04-30,Mid-Career,10,26,50.29224740352825,1,259
203,2022-04-30,Senior,3,16,50.29224740352825,1,172
204,2022-04-30,Mid-Career,7,14,50.29224740352825,1,151
205,2022-04-30,Mid-Career,4,7,50.29224740352825,1,75
206,2022-04-30,Mid-Career,5,15,50.29224740352825,0,162
207,2022-04-30,Mid-Career,8,8,50.29224740352825,2,86
208,2022-04-30,Senior,7,17,50.29224740352825,1,183
209,2022-04-30,Mid-Career,6,17,50.29224740352825,1,183
210,2022-04-30,Young Professional,5,16,50.29224740352825,0,172
211,2022-04-30,Mid-Career,6,0,50.29224740352825,0,0
212,2022-04-30,Mid-Career,8,12,50.29224740352825,1,129
213,2022-04-30,Senior,0,0,50.29224740352825,0,0
214,2022-04-30,Senior,0,2,50.29224740352825,2,21
215,2022-04-30,Senior,1,7,50.29224740352825,0,75
216,2022-04-30,Mid-Career,2,16,50.29224740352825,1,172
217,2022-04-30,Young Professional,5,8,50.29224740352825,0,86
218,2022-04-30,Senior,3,4,50.29224740352825,1,43
219,2022-04-30,Mid-Career,5,20,50.29224740352825,0,216
220,2022-04-30,Senior,7,18,50.29224740352825,1,194
221,2022-04-30,Senior,4,18,50.29224740352825,1,194
222,2022-04-30,Senior,4,12,50.29224740352825,1,129
223,2022-04-30,Mid-Career,8,9,50.29224740352825,0,97
224,2022-04-30,Mid-Career,3,0,50.29224740352825,1,0
225,2022-04-30,Senior,6,3,50.29224740352825,2,32
226,2022-04-30,Mid-Career,6,18,50.29224740352825,1,194
227,2022-04-30,Mid-Career,8,26,50.29224740352825,1,259
228,2022-04-30,Mid-Career,3,20,50.29224740352825,2,216
229,2022-04-30,Senior,0,7,50.29224740352825,1,75
230,2022-04-30,Mid-Career,8,26,50.29224740352825,3,259
231,2022-04-30,Mid-Career,7,11,50.29224740352825,0,118
232,2022-04-30,Young Professional,4,1,50.29224740352825,2,10
233,2022-04-30,Mid-Career,3,13,50.29224740352825,1,140
234,2022-04-30,Senior,6,16,50.29224740352825,0,172
235,2022-04-30,Young Professional,3,8,50.29224740352825,0,86
236,2022-04-30,Mid-Career,10,24,50.29224740352825,0,259
237,2022-04-30,Senior,0,4,50.29224740352825,1,43
238,2022-04-30,Senior,5,20,50.29224740352825,2,216
239,2022-04-30,Mid-Career,5,21,50.29224740352825,1,226
240,2022-04-30,Senior,5,15,50.29224740352825,1,162
241,2022-04-30,Mid-Career,4,15,50.29224740352825,1,162
242,2022-04-30,Mid-Career,6,17,50.29224740352825,0,183
243,2022-04-30,Senior,3,4,50.29224740352825,1,43
244,2022-04-30,Senior,0,7,50.29224740352825,1,75
245,2022-04-30,Senior,5,2,50.29224740352825,1,21
246,2022-04-30,Senior,1,11,50.29224740352825,0,118
247,2022-04-30,Mid-Career,5,3,50.29224740352825,0,32
248,2022-04-30,Mid-Career,3,10,50.29224740352825,1,108
249,2022-04-30,Senior,0,0,50.29224740352825,1,0
250,2022-04-30,Mid-Career,5,15,50.29224740352825,0,162
251,2022-04-30,Senior,10,21,50.29224740352825,0,226
252,2022-05-31,Senior,5,0,54.563101612702205,3,0
253,2022-05-31,Senior,3,10,54.563101612702205,0,108
254,2022-05-31,Mid-Career,5,7,54.563101612702205,0,75
255,2022-05-31,Mid-Career,6,20,54.563101612702205,0,216
256,2022-05-31,Young Professional,8,18,54.563101612702205,3,194
257,2022-05-31,Mid-Career,2,8,54.563101612702205,0,86
258,2022-05-31,Young Professional,10,15,54.563101612702205,0,162
259,2022-05-31,Mid-Career,8,13,54.563101612702205,1,140
260,2022-05-31,Mid-Career,8,14,54.563101612702205,1,151
261,2022-05-31,Mid-Career,7,21,54.563101612702205,3,226
262,2022-05-31,Mid-Career,6,25,54.563101612702205,2,259
263,2022-05-31,Young Professional,9,14,54.563101612702205,3,151
264,2022-05-31,Young Professional,8,25,54.563101612702205,1,259
265,2022-05-31,Senior,2,0,54.563101612702205,0,0
266,2022-05-31,Mid-Career,4,1,54.563101612702205,1,10
267,2022-05-31,Young Professional,7,9,54.563101612702205,2,97
268,2022-05-31,Mid-Career,10,12,54.563101612702205,1,129
269,2022-05-31,Senior,0,0,54.563101612702205,2,0
270,2022-05-31,Mid-Career,2,8,54.563101612702205,1,86
271,2022-05-31,Mid-Career,6,12,54.563101612702205,0,129
272,2022-05-31,Young Professional,7,18,54.563101612702205,0,194
273,2022-05-31,Young Professional,7,20,54.563101612702205,2,216
274,2022-05-31,Mid-Career,7,17,54.563101612702205,0,183
275,2022-05-31,Mid-Career,5,16,54.563101612702205,2,172
276,2022-05-31,Mid-Career,10,21,54.563101612702205,0,226
277,2022-05-31,Senior,0,0,54.563101612702205,1,0
278,2022-05-31,Senior,1,11,54.563101612702205,0,118
279,2022-05-31,Mid-Career,6,9,54.563101612702205,1,97
280,2022-05-31,Mid-Career,1,0,54.563101612702205,2,0
281,2022-05-31,Senior,2,4,54.563101612702205,3,43
282,2022-05-31,Mid-Career,10,15,54.563101612702205,1,162
283,2022-05-31,Mid-Career,6,11,54.563101612702205,1,118
284,2022-05-31,Young Professional,7,18,54.563101612702205,1,194
285,2022-05-31,Young Professional,3,10,54.563101612702205,0,108
286,2022-05-31,Senior,1,0,54.563101612702205,2,0
287,2022-05-31,Senior,2,2,54.563101612702205,1,21
288,2022-05-31,Mid-Career,5,19,54.563101612702205,1,205
289,2022-05-31,Mid-Career,10,25,54.563101612702205,0,259
290,2022-05-31,Mid-Career,8,32,54.563101612702205,2,259
291,2022-05-31,Mid-Career,3,16,54.563101612702205,2,172
292,2022-05-31,Mid-Career,7,24,54.563101612702205,0,259
293,2022-05-31,Mid-Career,7,6,54.563101612702205,1,64
294,2022-05-31,Senior,6,19,54.563101612702205,0,205
295,2022-05-31,Mid-Career,10,21,54.563101612702205,1,226
296,2022-05-31,Mid-Career,3,4,54.563101612702205,0,43
297,2022-05-31,Senior,1,5,54.563101612702205,2,54
298,2022-05-31,Senior,0,8,54.563101612702205,2,86
299,2022-05-31,Mid-Career,5,15,54.563101612702205,1,162
300,2022-05-31,Mid-Career,7,9,54.563101612702205,1,97
301,2022-05-31,Mid-Career,9,25,54.563101612702205,3,259
302,2022-05-31,Mid-Career,6,9,54.563101612702205,0,97
303,2022-05-31,Mid-Career,5,13,54.563101612702205,0,140
304,2022-05-31,Senior,3,5,54.563101612702205,1,54
305,2022-05-31,Young Professional,4,8,54.563101612702205,1,86
306,2022-05-31,Young Professional,10,27,54.563101612702205,1,259
307,2022-05-31,Young Professional,2,0,54.563101612702205,3,0
308,2022-05-31,Young Professional,7,29,54.563101612702205,1,259
309,2022-05-31,Senior,9,7,54.563101612702205,0,75
310,2022-05-31,Senior,3,3,54.563101612702205,0,32
311,2022-05-31,Mid-Career,5,14,54.563101612702205,1,151
312,2022-05-31,Young Professional,5,16,54.563101612702205,1,172
313,2022-05-31,Mid-Career,5,11,54.563101612702205,0,118
314,2022-05-31,Mid-Career,10,21,54.563101612702205,0,226
315,2022-05-31,Mid-Career,0,4,54.563101612702205,0,43
316,2022-05-31,Mid-Career,10,20,54.563101612702205,0,216
317,2022-06-30,Mid-Career,2,15,52.108584665015485,0,162
318,2022-06-30,Mid-Career,5,17,52.108584665015485,0,183
319,2022-06-30,Mid-Career,5,18,52.108584665015485,1,194
320,2022-06-30,Young Professional,8,11,52.108584665015485,1,118
321,2022-06-30,Mid-Career,1,3,52.108584665015485,2,32
322,2022-06-30,Mid-Career,7,13,52.108584665015485,1,140
323,2022-06-30,Mid-Career,10,14,52.108584665015485,1,151
324,2022-06-30,Senior,0,4,52.108584665015485,2,43
325,2022-06-30,Mid-Career,7,12,52.108584665015485,1,129
326,2022-06-30,Mid-Career,4,14,52.108584665015485,2,151
327,2022-06-30,Young Professional,8,10,52.108584665015485,0,108
328,2022-06-30,Mid-Career,6,26,52.108584665015485,2,259
329,2022-06-30,Young Professional,5,5,52.108584665015485,0,54
330,2022-06-30,Mid-Career,7,17,52.108584665015485,0,183
331,2022-06-30,Senior,8,23,52.108584665015485,1,248
332,2022-06-30,Mid-Career,5,8,52.108584665015485,1,86
333,2022-06-30,Mid-Career,8,23,52.108584665015485,1,248
334,2022-06-30,Mid-Career,2,0,52.108584665015485,3,0
335,2022-06-30,Mid-Career,3,18,52.108584665015485,0,194
336,2022-06-30,Mid-Career,7,16,52.108584665015485,0,172
337,2022-06-30,Senior,7,11,52.108584665015485,3,118
338,2022-06-30,Mid-Career,7,13,52.108584665015485,0,140
339,2022-06-30,Senior,2,11,52.108584665015485,0,118
340,2022-06-30,Senior,3,3,52.108584665015485,3,32
341,2022-06-30,Mid-Career,2,0,52.108584665015485,1,0
342,2022-06-30,Young Professional,8,16,52.108584665015485,0,172
343,2022-06-30,Young Professional,9,11,52.108584665015485,1,118
344,2022-06-30,Young Professional,5,24,52.108584665015485,0,259
345,2022-06-30,Young Professional,5,8,52.108584665015485,2,86
346,2022-06-30,Mid-Career,7,21,52.108584665015485,1,226
347,2022-06-30,Young Professional,5,13,52.108584665015485,3,140
348,2022-06-30,Mid-Career,6,7,52.108584665015485,0,75
349,2022-06-30,Senior,9,19,52.108584665015485,0,205
350,2022-06-30,Young Professional,6,19,52.108584665015485,1,205
351,2022-06-30,Senior,2,4,52.108584665015485,1,43
352,2022-06-30,Mid-Career,4,18,52.108584665015485,0,194
353,2022-06-30,Young Professional,9,27,52.108584665015485,2,259
354,2022-06-30,Mid-Career,5,18,52.108584665015485,1,194
355,2022-06-30,Mid-Career,4,6,52.108584665015485,0,64
356,2022-06-30,Senior,7,8,52.108584665015485,1,86
357,2022-06-30,Senior,7,11,52.108584665015485,2,118
358,2022-06-30,Senior,1,5,52.108584665015485,0,54
359,2022-06-30,Mid-Career,0,5,52.108584665015485,1,54
360,2022-06-30,Mid-Career,9,4,52.108584665015485,2,43
361,2022-06-30,Senior,1,3,52.108584665015485,1,32
362,2022-06-30,Senior,5,13,52.108584665015485,0,140
363,2022-06-30,Senior,0,0,52.108584665015485,0,0
364,2022-06-30,Mid-Career,9,29,52.108584665015485,1,259
365,2022-06-30,Mid-Career,2,8,52.108584665015485,2,86
366,2022-06-30,Senior,5,21,52.108584665015485,1,226
367,2022-06-30,Mid-Career,6,12,52.108584665015485,0,129
368,2022-06-30,Senior,0,8,52.108584665015485,1,86
369,2022-06-30,Senior,2,17,52.108584665015485,4,183
370,2022-06-30,Mid-Career,8,27,52.108584665015485,2,259
371,2022-06-30,Senior,3,0,52.108584665015485,2,0
372,2022-06-30,Senior,5,10,52.108584665015485,2,108
373,2022-06-30,Young Professional,10,19,52.108584665015485,2,205
374,2022-06-30,Senior,0,5,52.108584665015485,2,54
375,2022-06-30,Mid-Career,10,26,52.108584665015485,0,259
376,2022-06-30,Senior,3,2,52.108584665015485,1,21
377,2022-06-30,Mid-Career,3,8,52.108584665015485,1,86
378,2022-06-30,Senior,0,0,52.108584665015485,2,0
379,2022-06-30,Mid-Career,5,22,52.108584665015485,1,237
380,2022-06-30,Young Professional,9,16,52.108584665015485,1,172
381,2022-06-30,Senior,3,8,52.108584665015485,1,86
382,2022-06-30,Young Professional,10,19,52.108584665015485,1,205
383,2022-06-30,Mid-Career,2,14,52.108584665015485,1,151
384,2022-06-30,Senior,3,0,52.108584665015485,0,0
385,2022-06-30,Senior,0,1,52.108584665015485,3,10
386,2022-07-31,Mid-Career,7,15,49.70172844003904,3,162
387,2022-07-31,Mid-Career,9,16,49.70172844003904,3,172
388,2022-07-31,Mid-Career,5,24,49.70172844003904,0,259
389,2022-07-31,Mid-Career,0,0,49.70172844003904,0,0
390,2022-07-31,Mid-Career,7,21,49.70172844003904,0,226
391,2022-07-31,Mid-Career,7,18,49.70172844003904,1,194
392,2022-07-31,Senior,4,18,49.70172844003904,0,194
393,2022-07-31,Senior,7,11,49.70172844003904,0,118
394,2022-07-31,Senior,0,0,49.70172844003904,0,0
395,2022-07-31,Young Professional,9,27,49.70172844003904,0,259
396,2022-07-31,Mid-Career,10,24,49.70172844003904,2,259
397,2022-07-31,Young Professional,1,0,49.70172844003904,1,0
398,2022-07-31,Mid-Career,7,12,49.70172844003904,0,129
399,2022-07-31,Mid-Career,4,12,49.70172844003904,2,129
400,2022-07-31,Senior,3,13,49.70172844003904,1,140
401,2022-07-31,Mid-Career,7,11,49.70172844003904,3,118
402,2022-07-31,Young Professional,5,0,49.70172844003904,3,0
403,2022-07-31,Young Professional,4,13,49.70172844003904,3,140
404,2022-07-31,Senior,3,0,49.70172844003904,2,0
405,2022-07-31,Mid-Career,3,0,49.70172844003904,2,0
406,2022-07-31,Young Professional,3,0,49.70172844003904,1,0
407,2022-07-31,Young Professional,9,25,49.70172844003904,4,259
408,2022-07-31,Senior,0,2,49.70172844003904,1,21
409,2022-07-31,Young Professional,8,16,49.70172844003904,0,172
410,2022-07-31,Senior,4,19,49.70172844003904,3,205
411,2022-07-31,Senior,0,6,49.70172844003904,0,64
412,2022-07-31,Young Professional,4,21,49.70172844003904,1,226
413,2022-07-31,Young Professional,10,12,49.70172844003904,0,129
414,2022-07-31,Senior,0,1,49.70172844003904,2,10
415,2022-07-31,Mid-Career,5,0,49.70172844003904,1,0
416,2022-07-31,Mid-Career,7,14,49.70172844003904,1,151
417,2022-07-31,Senior,5,10,49.70172844003904,0,108
418,2022-07-31,Senior,2,10,49.70172844003904,2,108
419,2022-07-31,Senior,1,4,49.70172844003904,0,43
420,2022-07-31,Senior,7,20,49.70172844003904,0,216
421,2022-07-31,Mid-Career,10,26,49.70172844003904,0,259
422,2022-07-31,Young Professional,9,35,49.70172844003904,1,259
423,2022-07-31,Senior,3,5,49.70172844003904,0,54
424,2022-07-31,Mid-Career,4,3,49.70172844003904,2,32
425,2022-07-31,Mid-Career,4,11,49.70172844003904,2,118
426,2022-07-31,Senior,5,6,49.70172844003904,1,64
427,2022-07-31,Young Professional,8,28,49.70172844003904,0,259
428,2022-07-31,Mid-Career,10,20,49.70172844003904,0,216
429,2022-07-31,Young Professional,8,14,49.70172844003904,1,151
430,2022-07-31,Mid-Career,1,0,49.70172844003904,0,0
431,2022-07-31,Young Professional,10,27,49.70172844003904,1,259
432,2022-07-31,Young Professional,4,8,49.70172844003904,0,86
433,2022-07-31,Young Professional,5,7,49.70172844003904,0,75
434,2022-07-31,Mid-Career,7,27,49.70172844003904,1,259
435,2022-07-31,Senior,9,14,49.70172844003904,1,151
436,2022-07-31,Mid-Career,10,22,49.70172844003904,2,237
437,2022-07-31,Senior,5,16,49.70172844003904,0,172
438,2022-07-31,Mid-Career,5,0,49.70172844003904,0,0
439,2022-07-31,Mid-Career,8,21,49.70172844003904,0,226
440,2022-07-31,Senior,6,6,49.70172844003904,0,64
441,2022-07-31,Mid-Career,5,17,49.70172844003904,0,183
442,2022-07-31,Senior,8,11,49.70172844003904,0,118
443,2022-07-31,Young Professional,7,20,49.70172844003904,1,216
444,2022-07-31,Senior,4,17,49.70172844003904,1,183
445,2022-07-31,Young Professional,8,24,49.70172844003904,0,259
446,2022-07-31,Senior,4,11,49.70172844003904,0,118
447,2022-07-31,Mid-Career,9,18,49.70172844003904,1,194
448,2022-07-31,Senior,1,0,49.70172844003904,0,0
449,2022-07-31,Young Professional,5,22,49.70172844003904,2,237
